Rank	Team	Elo (initial 25)
2388	Riley WildBots (3865)	1193.5733063561413
2389	The PSIcotics (533)	1193.4734975454326
2390	Richmond Knights (4491)	1192.99792456567
2391	Brazilian Machine (383)	1192.4169963288414
2392	Harrison Robotics (4521)	1192.384529547227
2393	Mat Robotics (6228)	1192.2212071137167
2394	Steel Phoenix (988)	1192.1670017588217
2395	IMC (4191)	1191.5653065274905
2396	The Jokers (4024)	1191.4496741933078
2397	Heavy Duty Eagles (5695)	1191.221103737931
2398	MVRT (115)	1190.7370314185862
2399	Hyde Phoenix (5633)	1190.6460534336672
2400	RoboHerd (5542)	1189.773062875855
2401	RTC Megalodons (3709)	1189.2547799855233
2402	WingNuts (4741)	1188.117488224232
2403	Rage Against the Machines (4800)	1187.3885716823497
2404	Blaze Robotics (3184)	1187.3814228469118
2405	The Red Pirates (4661)	1187.3795428758176
2406	Wuhan Yangtze  (5308)	1186.5638631278678
2407	Rocktown Robotics (3274)	1185.7761589086567
2408	Cafe Bot (5479)	1185.561970943143
2409	Tigerbots (2509)	1185.4886846238103
2410	Robo-Bucs (5263)	1185.00078311669
2411	Tribe-Borgs (5241)	1184.8777556727919
2412	Gearbox Heroes (5019)	1184.6520333833857
2413	Panther Robotics (3218)	1183.603909843601
2414	Rudyard Nerf Herders (5709)	1183.3116392771908
2415	Predators (4665)	1183.1083149824565
2416	Mills Robotics Team (253)	1182.8498568859522
2417	Oscar (832)	1182.1779013087018
2418	Alchesay Falcon (5200)	1181.5554735097253
2419	Scarlett Robotics (4733)	1181.2975533275364
2420	Wired Wizards (4534)	1181.0576246958426
2421	Kfar Galim (1573)	1180.6318097005405
2422	Robo-Hornets (5676)	1180.4321745183265
2423	AXIOM (2213)	1180.0844982294007
2424	Red Hurricane (5606)	1179.4432188799021
2425	Techno-Tech (4648)	1179.3591321809895
2426	Binary Bot Squad (4056)	1178.9728327324156
2427	Gladiator Robotics (5109)	1178.7784985986807
2428	Bots of the Round Table (3233)	1178.6205221324312
2429	MTR (Monroe Trojan Robotics) (1528)	1178.28458795728
2430	Gear Heads (2813)	1178.0191008633099
2431	Kinematic Wolves (5577)	1177.850060658626
2432	Phoenix (5776)	1177.735398761774
2433	Poly Techs (3295)	1176.5802662739861
2434	Code Green (4933)	1176.2226824355257
2435	Spark City (3634)	1176.0032478176938
2436	Franklinbots (5762)	1175.7767129157874
2437	Navigator Robotics (4218)	1175.2591084636952
2438	Grease Monkeys (457)	1174.8591801932064
2439	Aztlavolt (4685)	1174.090006711952
2440	Melbourne RoboCats (5648)	1173.983159693356
2441	Jaguars (5619)	1173.6057248326001
2442	RAVE (5683)	1173.5207091654297
2443	elkSPLOSION (4985)	1173.2826597187554
2444	W.Hi.R.R. (5471)	1173.2094702429738
2445	InZombiacs (4064)	1172.8659005690406
2446	Blue Power Robotics (5515)	1172.8285217889613
2447	Metabots (6019)	1172.3530897288458
2448	Rascal Robotics (2477)	1171.9458733625756
2449	The Dark Byte (5490)	1171.4536254538987
2450	CA Frost High School (5963)	1171.2867356062727
2451	Wild WarBots ''WWB'' (3591)	1171.213117362757
2452	Warrior Robotics (4169)	1170.8851262110825
2453	Murphy's law (4681)	1170.5344985169331
2454	BHS Robotics (6069)	1170.4660494927277
2455	Chargers (5071)	1169.98709711055
2456	4-H Gears (3955)	1169.4911456581824
2457	Binary Bots (5465)	1169.2630808560527
2458	NOLA BOTS (5953)	1168.1445124094455
2459	RoboCards (5077)	1167.9357760957894
2460	SERT (2521)	1167.8804977073726
2461	Robo-Raiders (3681)	1167.7491748349444
2462	SWARM (957)	1167.2319946404546
2463	LA Tech (4955)	1166.5722512198458
2464	GalacTech (4926)	1166.2189761618433
2465	Robosaints (1307)	1165.595820636962
2466	MI-Robotics (5937)	1165.5539858161112
2467	Caledonia Robotic Warriors (5914)	1165.4299817083916
2468	Clockwork Mania (4013)	1164.1453678121732
2469	Stephenson Eagles (6088)	1163.7478743295637
2470	Trojan Technicians  (5161)	1163.5842773138754
2471	Optimal Robotics (4841)	1163.5632183063904
2472	T.I.M.E.-Bots (5275)	1163.5394517105137
2473	STEM&m's (3486)	1163.525954562087
2474	Bigfork Backwoods Bots (5253)	1162.754959242205
2475	NeoWarriors (613)	1162.2535896902602
2476	Rockem Sockem Robotics (453)	1162.1067626696781
2477	Robots at The Center of the Universe (6236)	1161.3024928908053
2478	Intimitrons from Area 51 (4604)	1160.7344607883251
2479	MSMohawks (6100)	1160.6407272722954
2480	STEMpunk (4531)	1160.54803052427
2481	LAAE (5886)	1159.6228553534402
2482	Wolverines (1757)	1159.4473683476713
2483	NLR Robotics (6131)	1158.7391628799453
2484	The Neon Knights (1422)	1157.2489187964475
2485	Ojibwe Bots (5714)	1156.024039769135
2486	GOLDBOTS (6195)	1155.8896691279454
2487	The Bionic Zebras (313)	1155.286238026137
2488	Blast Furnace Bots (5983)	1155.025846456236
2489	Firebots (3501)	1154.2603278696065
2490	The Army of Sum (2246)	1153.8251521385898
2491	Cav-Bots (6073)	1153.512247272217
2492	Mercy Midnight Storm  (5915)	1153.1638413343826
2493	Iron Kings (5402)	1153.0997208667618
2494	Simple Machines (423)	1153.088371674137
2495	The Spikes (2212)	1152.880094224944
2496	Robo Tribe (937)	1152.5184520738474
2497	Aurora Robot (5452)	1152.1029803955305
2498	Eagle Storms (6034)	1150.9109785467122
2499	Prime Movers (31)	1149.7702817801762
2500	TNT (2404)	1149.2546274999577
2501	The 2nd Law Enforcers (178)	1148.996822618502
2502	Robohovers (6227)	1148.8626544830656
2503	Mustangs (6163)	1146.8757615110476
2504	Phoenix (3969)	1146.8674450720848
2505	Cyclone Robotics (3485)	1146.607297814073
2506	Smithville Tiger Trons (5503)	1146.2107208044645
2507	Team Orion (3240)	1145.587532589455
2508	Spartonics (2141)	1145.409570816386
2509	TVHS Dragons (5881)	1145.1996718910887
2510	The Roboctopi (4918)	1144.2551994854894
2511	Titanium Rams (5959)	1143.8492373979395
2512	DeWitt Dragons (5729)	1143.6940888381112
2513	Dragons (1991)	1140.9847542232687
2514	Iron Centaurs (4626)	1140.4726311383235
2515	Pandamaniacs (1293)	1139.9972996912659
2516	Tech Titan's POWER-Storm (2360)	1139.7305987362315
2517	4-H Fatal Error (4027)	1139.7046779752552
2518	The Sentinels (5599)	1139.5353096825793
2519	Les Dragons (3975)	1139.008253760998
2520	Y Bridge 4H (5476)	1138.5855193222997
2521	Torque Team (5283)	1138.2951172478133
2522	GWHS Robo Griffins (304)	1138.1807585576994
2523	Genesis (4195)	1137.9758116998341
2524	CALibrate Robotics (1571)	1137.1960311303665
2525	Gorillas (1225)	1136.6932945539297
2526	Vikings (1803)	1136.5326940576192
2527	Cybertronic Lancers (6087)	1136.1806183019169
2528	Pittsford Panthers (3181)	1136.00217511379
2529	Undercogs (5130)	1135.7003844601395
2530	Titanium Polars (5637)	1135.5624738340225
2531	S.C.R.E.E.C.H. (2333)	1135.0383598280705
2532	Tahquamenon Phenomenon (5706)	1134.0771871291256
2533	Robo-Rangers (3597)	1133.9461036025468
2534	Rock N' Robots (3692)	1133.8216296519427
2535	The Lumberjacks (1517)	1133.7326263997343
2536	MBA Execs (3961)	1133.7146265073436
2537	Flash (1319)	1133.6164278095494
2538	Vikings Robotics (3466)	1133.3851587308616
2539	Presentation Invasion (2135)	1133.1561376260393
2540	Deep Blue (199)	1132.82310874075
2541	Nerds of Prey (4065)	1131.9196505623104
2542	ElektraBots (6155)	1131.5005713435523
2543	RoboRams (2555)	1131.2698278139517
2544	Jagobotics (5720)	1131.2127707923462
2545	CCybernetics (5728)	1130.284538760483
2546	The Wildebots (4902)	1130.0856858753073
2547	ROARBOTS (3163)	1129.824559699137
2548	DEVIL DOGS (441)	1129.2520403827475
2549	Muswellbrook (6061)	1128.2720010578307
2550	Robo-Raiders (1398)	1126.6439133232439
2551	Orange Thunder (2879)	1125.6161762766833
2552	ArrowBots (3298)	1125.3982181935255
2553	SOAR (Students of Applied Robotics) (3714)	1124.9710236390572
2554	Aperture (3142)	1124.37384077244
2555	English Skunkworks (5969)	1124.1152352752542
2556	Puma's (6119)	1124.100722179699
2557	JungleBots (4851)	1123.0619953467824
2558	Full Metal Muskrats (5860)	1122.428935297986
2559	JDA Lions (6180)	1122.2598373538337
2560	Knights (2957)	1121.478747373069
2561	Swoop Robotics (6084)	1121.4074203750188
2562	Ramhawks (3090)	1121.3719139526747
2563	Chingrobotics (3560)	1121.3186909754763
2564	B.R.E.A.D. (5940)	1121.3152668351415
2565	M.C.R.T. ROBO RACERS (3843)	1121.2615194602822
2566	Aftershock (468)	1121.2578312857586
2567	Rocori Robotics (4728)	1121.151629769558
2568	SPQL (5941)	1120.686770343447
2569	Metallic Panthers 4640 (4640)	1120.4913572377557
2570	Iron Panthers (5026)	1119.7467385974246
2571	Qingdao Laoshan Yucai School (5849)	1119.0637700811108
2572	Hawks on the Horizon (5125)	1118.9212437739736
2573	Bobcats (4633)	1118.8319761491691
2574	Team Clutch (1795)	1118.3832958092003
2575	T-BOTS (3350)	1118.3506819493432
2576	Gryphons.exe (5549)	1117.6566921830886
2577	Ice Bots (5314)	1117.5978366778702
2578	Warriors (4078)	1116.7444083235994
2579	TeraViks (3145)	1116.6597878517252
2580	Riverside RoboTigers (2830)	1116.4787548883507
2581	Steel Stallions (4412)	1116.236095626502
2582	Firebirds (1965)	1116.0340902912542
2583	Mécani-Wolf (3379)	1115.3743616123836
2584	HDHS HAWKTOBOTS (4921)	1114.985484626166
2585	Stargazer (5522)	1114.9820930967426
2586	Alameda Aztechs (4186)	1114.6457747157974
2587	Port PiraTech (4804)	1113.5985423168704
2588	Lonch Robotastic (5601)	1113.0045076389533
2589	Mechanical Misfits (3167)	1112.7307430104438
2590	Steel Mustangs (2945)	1112.5227394684944
2591	IstanBULLS (6064)	1112.2632582741371
2592	Dukes (6054)	1112.1764380612008
2593	Momentum (4999)	1111.9643168405087
2594	Magi Pride (6053)	1110.9434632954458
2595	Blue Wave Robotics (5958)	1110.8301141568436
2596	Velocity (5420)	1110.6586523383307
2597	JAGBOTS (2929)	1110.0557578381292
2598	ROBO-FALCONS (6152)	1109.8157471084207
2599	Scarabot (3988)	1108.5324194670884
2600	International Grammar School (5893)	1106.922655985818
2601	PEN (Professional Engineering Nerds) (4641)	1106.7529550347372
2602	R 13 (4337)	1106.379244487158
2603	MC2STEM Maniacs (3356)	1104.125812634282
2604	Industrial Revolution (2499)	1103.7087380701203
2605	Trobots (4854)	1103.5003169491758
2606	Delta Force (3537)	1102.6170577386306
2607	Bulldogs (6138)	1101.6622916660576
2608	ANATOLIAN EAGLEBOTS (3390)	1101.403697439007
2609	Ravens (6136)	1101.3887446402398
2610	Thunderbird Robotics (4643)	1101.383661732
2611	Manic Mechanics (6094)	1101.2341501414596
2612	''R Cubed''   (4943)	1101.2302548852444
2613	The Tribe (224)	1101.1840187654093
2614	TV Patriots (6185)	1100.6426333535553
2615	BHS Pumatrons (6127)	1100.3445344436782
2616	Northmen Robotics (5082)	1099.488095195459
2617	Titan Robotics Club (492)	1099.2134476228048
2618	Round Table Robotics (1792)	1098.9642359472823
2619	Warbots (620)	1098.2733344517944
2620	BulahBots! (3753)	1097.8929935862125
2621	Tiger Techs (919)	1097.4897534484674
2622	MidloCanics (1541)	1097.0660801478634
2623	FLYBOTS (4383)	1096.726966161552
2624	Bulldog Autobots (4748)	1095.7190085731852
2625	Technical Difficulties (1502)	1095.5426020944499
2626	Ranching Robots (4082)	1094.7033992147703
2627	Team Pronto (3070)	1094.4794682854167
2628	Running Panda (5605)	1094.0664952040506
2629	DevilStorm Robotics (4979)	1093.8903815789076
2630	Longhorn  (5336)	1092.9258875887517
2631	Calvert STEAM Works (4514)	1092.4843648155652
2632	Tenacious Drones (4780)	1092.467219059817
2633	Malvern Robotics (1168)	1092.3229975313068
2634	GRA-V (5816)	1092.3184689746267
2635	ROBOHUSKIES (848)	1092.2522346637882
2636	Spartans (5724)	1091.9844693836615
2637	Ice Princesses (2725)	1091.908110982286
2638	Breaking Bot (5196)	1091.3063252790782
2639	Cobalt Commanders (3773)	1091.2213307069783
2640	Arrowbots (3705)	1090.8058174402274
2641	Patriobots (4553)	1090.7852511690999
2642	2.0 Science team (5952)	1090.2332423567266
2643	IgKnighters (3173)	1089.4392677749493
2644	Eagles Crew (5703)	1089.314132898496
2645	Cel-Techs (2346)	1089.1322826067728
2646	Red Devil Robotics (5247)	1088.4761003365456
2647	The Architects (5316)	1087.9599735533727
2648	Generals (3636)	1087.9162348028428
2649	Dallas Robo Tigers (3282)	1087.914223011721
2650	Blacktown Girls (4802)	1086.4554771793796
2651	Raiderbots (2450)	1086.1734503803984
2652	Bearcats (5697)	1085.9841918257803
2653	Robo Panthers (4949)	1085.5823497982528
2654	Brighton Burning Tiger (1973)	1085.5272504898048
2655	Lakes Lancers (5939)	1084.691113478638
2656	 ROBOTIGERS (5732)	1084.1270064835282
2657	KnightBots (3202)	1083.2881340403262
2658	Jagwires (4120)	1082.8646033216344
2659	Mech Tech (6079)	1082.7778906855456
2660	Impossible Mission Force (2136)	1082.0660574397587
2661	Falcons (5032)	1081.7470519098936
2662	Blackhawks (4104)	1079.9933328225777
2663	FYRE (5480)	1079.9306101046645
2664	Mechanical Howl (5290)	1079.3514475238853
2665	Cold Fusion (1279)	1079.2036532719997
2666	Team F.I.R.E. (322)	1078.6316289432802
2667	Axiom (4787)	1077.9853962086927
2668	The Junkyard Dogs (2106)	1077.6624929324262
2669	Quantum Ninjas  (1677)	1076.9222395449387
2670	Tiger Bytes (3192)	1076.4708965290065
2671	Mechaneers (4671)	1076.312891495099
2672	Calhoun County Robotics  (5848)	1075.6874217683137
2673	BearMetal (3606)	1075.6130430016472
2674	The Tech Tigers (1940)	1074.9374598394468
2675	Cyber Shock (5261)	1074.8873451581376
2676	Royal Robotics (3359)	1074.6044067419389
2677	Short Circuits (1743)	1074.200629147177
2678	Team Chaos (2458)	1073.4077550868617
2679	Monti-Pythons (4632)	1073.3118847500837
2680	Comets (4768)	1072.536571451673
2681	Trident Robotics (4296)	1072.1312627581242
2682	Elemental Dragons (3680)	1072.0024781679817
2683	Bright Bears (2207)	1071.8409326365963
2684	Circuits  of Destruction  (5982)	1071.6403788553694
2685	The Incredible Hawk (4067)	1071.1572653131625
2686	Saints Robotics (1899)	1069.3835308575597
2687	Z Bots (3454)	1068.7989849049468
2688	MC Robo (4523)	1068.0199295675063
2689	Robotawatomis (5702)	1067.390338761413
2690	cyberheart (6009)	1067.190857801097
2691	RoboPod (6007)	1066.271048452822
2692	Pirates (5017)	1066.1211953233285
2693	Roc City Robotix (3838)	1064.958153934629
2694	KerrBots (pronounced CarBots) (4291)	1064.9433047629914
2695	BlueBotics (6150)	1064.67335730517
2696	Royals (2070)	1063.9898355426637
2697	Faraday (5696)	1063.9464383279628
2698	TroTeks (4240)	1063.9105163110687
2699	Black Scots (1815)	1063.1093946784138
2700	Team XBot (488)	1062.995723547801
2701	Titanium Tigers (4829)	1061.0306969548224
2702	NerdHerd (4043)	1060.772369082774
2703	Blizzard (5094)	1058.8369821298634
2704	Mustangs (6076)	1058.662058223273
2705	The Leopard Legion (2382)	1058.540771638657
2706	Crushing Crusaders (3398)	1058.3213031848077
2707	Redhawks (5317)	1057.9712592597543
2708	Mustangs (4903)	1057.4621847935887
2709	Team Eagle (6117)	1057.3282385502919
2710	Bombatrons (6160)	1057.0055523726046
2711	Saints (4657)	1056.7111940256937
2712	Robot Mafia (2424)	1056.6194903350975
2713	Robo Knights (5496)	1055.3526562139166
2714	Mechanical Animals (2487)	1055.2750735331101
2715	Paradigm Shift (2198)	1055.1080668935722
2716	Tru Blu Robotics (2496)	1053.6281734414047
2717	Mechaknights (2148)	1053.6205479262144
2718	Storm (4107)	1053.4839120803326
2719	Harding Revolution (5551)	1053.1248858226693
2720	Q-Bots (6092)	1052.7358440194582
2721	Falco Tech (3193)	1051.8077259879617
2722	Bobcats (5501)	1051.7373082565991
2723	RC Dawson (2972)	1051.6523728451825
2724	Ant-valanche (6048)	1051.2448635660419
2725	Robonauts (663)	1051.1761281812248
2726	Redbird Robotics (1716)	1051.1019865779801
2727	RoboHawks (4968)	1051.002267648227
2728	M-A Bears (766)	1049.61823147786
2729	Robopanthers (2964)	1048.9814289262267
2730	HawkBots (4619)	1048.7950891473804
2731	Byte Force (5999)	1047.3509062870787
2732	Menomonee Falls (6223)	1045.3169082570953
2733	Bronco Bots (5201)	1043.5097547665875
2734	Chahta Warriors (590)	1043.0570274426923
2735	Panthers (5989)	1043.0425498064374
2736	Rebel @lliance (2411)	1042.3561519639893
2737	Hilo Viking Robotics (1378)	1040.8483728717854
2738	RoboRaiders (4235)	1040.6757874315115
2739	Big Bay Black Bears (4715)	1040.1951480556047
2740	Purple Lightning (5666)	1039.3919774197273
2741	Comets (5117)	1038.6930489731772
2742	Gears of Fortune (5235)	1038.3557556365345
2743	PiBotics (3814)	1037.5505583071792
2744	MoHi Shazbots (1245)	1037.4237063859532
2745	Blarglefish (1255)	1037.0410204175475
2746	Sugar Rush (5566)	1036.61525258745
2747	MADawgs (3258)	1036.4407267100316
2748	Metal Crusaders (5293)	1035.5413946584695
2749	Option 16 (3341)	1035.2612517674665
2750	Digital Goats (829)	1034.9715401356282
2751	Knight Tech (5198)	1033.342266613476
2752	Wired Devils (5498)	1032.9653536027618
2753	Techno-Cats (1642)	1030.9788512734617
2754	Team Stealth (1802)	1030.326891340476
2755	Robohawks (5173)	1030.2301017542864
2756	RC Roboteam (6014)	1029.3898976167256
2757	Los Creadores (6214)	1028.5360171810473
2758	d'Y Robotics (3949)	1028.0486263234186
2759	RoboKnights (3120)	1027.3009530612621
2760	KHS (5118)	1025.9421307784246
2761	DV CONQUISTABOTS (5047)	1025.8006686158942
2762	Project Jabberwocky (1027)	1025.3763681757764
2763	Homestead Robotics (670)	1025.3631522098674
2764	RoboSpartans (4781)	1023.7388374530387
2765	Saxons (611)	1021.7780285262695
2766	col (3367)	1020.3745387806398
2767	First Nations-STEM (5672)	1020.0080358611411
2768	Viral Vortex (4936)	1019.9084006920084
2769	cyborg chakra (5628)	1019.1328502639951
2770	Killer Kardinals (136)	1017.7180950068812
2771	The Iron Wolverines (4083)	1017.58689569353
2772	Metal Mercs (2347)	1017.5521454672173
2773	Precision Guessworks (1646)	1015.6108695120637
2774	Gatorbotics (1700)	1014.1504915965824
2775	Tech Tribe (5246)	1014.1120221501482
2776	GearHead Pirates (3693)	1013.471406313995
2777	Shadow of Orion (5879)	1012.0164093366882
2778	Longhorn Robotics (6109)	1011.8403123499859
2779	Sonoran Storm Robotics (4496)	1011.835392082832
2780	Scitobor Robotics (1585)	1011.2578624929334
2781	Jeffersontown Robochargers (3000)	1010.0745519219209
2782	L & N STEMpunks (3966)	1010.0173451891762
2783	Robot Commander (4568)	1009.6842570061293
2784	HAZMATs (2145)	1009.6554147526998
2785	Junkyard Battalion (3718)	1009.5781043908518
2786	Mecha-maniacs (4386)	1009.3894372002418
2787	Raptors (4193)	1007.9188341423783
2788	Manitowoc County Droid Rage 3381 (3381)	1007.4662109010667
2789	The Grapes of Wrath (1551)	1006.7655617680241
2790	Portable Chargers (5954)	1006.1494296102499
2791	ThunderHawks (5143)	1005.7646081954468
2792	BadgerBots (5647)	1005.6627354747995
2793	Tempest (240)	1005.2970439773803
2794	RoboBucs (5005)	1005.0186774001014
2795	Power Amplified (4511)	1004.9538734189874
2796	Llano Estacado RoboRaiders (1817)	1004.5931630564122
2797	IHOT (1414)	1004.5611647062541
2798	Gearnotics (5070)	1004.19165612678
2799	Carbonite Crusaders (5650)	1004.1822190794766
2800	ART 4371 (4371)	1003.0157500698946
2801	The pHalcons (2525)	1003.0134639672051
2802	QS1601 (1601)	1002.0844754265589
2803	Manual T-Bots (5485)	1001.5394737935912
2804	R.E.C'in Crew (5756)	1001.4241332559004
2805	Team Optix (3749)	1001.3186320794916
2806	RoboCats (4225)	1001.0484592356032
2807	GoldenHorn (5665)	999.0966788302159
2808	Project 691 (691)	998.715353808778
2809	Dark Knights (4378)	997.7554005599793
2810	RooBotics (4373)	997.7509950354497
2811	Aftershock (3370)	997.4227883123281
2812	Desperate Penguins (1504)	996.4059254332288
2813	Digital Fusion (1317)	995.687412455417
2814	Storm Robotics Team (2729)	994.7920378048368
2815	Gryphon Robotics (4990)	994.7517134018797
2816	RoscoBots (6074)	994.2995535417097
2817	E-TECH CHARGERS (5298)	992.836911329599
2818	AI Robotics (4529)	990.8026947477799
2819	Mustangs (6102)	990.0142519556915
2820	Robotic Legends (4406)	989.290829584099
2821	Titanium Badgers (5906)	989.2120287889293
2822	DVHS Cyborgs (5539)	988.6647325166632
2823	G-House Pirates (354)	988.606399997311
2824	Beavertronics (5033)	988.4973810424294
2825	Da.Evil.Bots (5512)	988.4198565173147
2826	Some Assembly Required (4111)	986.8439984569577
2827	Thermogenesis (1370)	986.3656568105752
2828	Bionic Beef (97)	985.0232772457284
2829	Alpha Gear (4746)	984.2400609784959
2830	Harker Robotics (1072)	984.0146460506244
2831	Camo-Bots (4285)	983.8419456918084
2832	Neon Jets (3822)	983.4624881125219
2833	Tribe Tech Robotics (4485)	982.7122311778955
2834	Moonshots (5973)	980.898639507946
2835	Terrier Byte Bots (4475)	980.4969015428013
2836	Robocats (4958)	980.1511105187249
2837	Royals (496)	980.1395559006316
2838	SaxonBots (5111)	979.2035204120778
2839	Rams (2654)	979.1666902019263
2840	Mustang Robotics (5888)	979.1568685749467
2841	Phoenix Tech (5844)	978.9527467995006
2842	Cougar Robotics (4932)	978.5412880839415
2843	Iron Maple (5516)	978.4505018924405
2844	METAL-SKINS (2461)	976.5786552799148
2845	Enginuity (4538)	975.7782327938877
2846	Steel Trojans (4615)	975.3746102793743
2847	Gearheadz (1289)	975.0974473482835
2848	RadioActive Roaches (2556)	975.031144969383
2849	Vikingbots (5538)	973.9967887134296
2850	Gryphons (5347)	973.3703470346251
2851	DesTROYers (3952)	973.2118950139792
2852	Bronx Knights (3004)	972.4721380801807
2853	Resurgence Robotics (1080)	972.0456638016044
2854	Angry Bots (2107)	971.969127223357
2855	Riverdale Robotics/Pandamonium (2915)	971.836431922918
2856	SMARTBOTS (3759)	971.407242886206
2857	The Robo Panthers (4408)	970.2681088822735
2858	Crowbotics (5934)	970.1922891441363
2859	Airforce High School (1944)	969.733912463524
2860	Mechanical Paradise (4019)	968.9893188315696
2861	Spartechs (2441)	968.7632343864142
2862	Tech-No-Logic Trojans (4847)	968.7436314923759
2863	The Sabermetrics (5821)	968.1106459123966
2864	Big Red Robotics (5664)	967.3237633951827
2865	Devil Bots (5183)	967.3110242744947
2866	Red Theory (6137)	967.1167277204843
2867	Far North Robotics (5592)	965.9724416780514
2868	RoboWarriors (5523)	965.613514320247
2869	Agincourt Lancers (1246)	965.1909284823373
2870	Ross Rambotics (3201)	963.7036211764246
2871	Zebra Bots (2909)	962.368382366707
2872	The GEARHOUNDS (5674)	962.2090056463817
2873	Robo Vikes (4206)	960.5427849307758
2874	Centurions (2472)	959.4433552965454
2875	Gaget Agents (6033)	959.1545243712295
2876	Arctos (6135)	958.7726276774459
2877	DCP @ NW (5197)	958.2712365774803
2878	MTS (6176)	957.4117453525288
2879	The Irrational Engineers (5830)	954.0535103086588
2880	Duct Tape Dragons (3609)	953.370890503638
2881	The Outlaws (4717)	952.8712198160844
2882	The Jesubots (5809)	951.886093766373
2883	Intelligent Design [ID Robotics] (4482)	951.5283093738688
2884	CyberDoggz (4702)	951.0832543361297
2885	NRHS TigerBytes (5595)	950.7993718510043
2886	The Shambotz (5225)	950.1953882721764
2887	E1Bots (1765)	949.992954751462
2888	Tiger Dynasty (5010)	949.9715113409457
2889	Battery Chargers (4676)	948.1914035108829
2890	Tech Titans (4600)	948.0478314506947
2891	Radical Jays (5231)	947.7018458933647
2892	Cyborg Indians (5968)	943.242538287719
2893	TechRaiders (4490)	939.7722403684097
2894	Robotic Knights (1537)	939.2309691746698
2895	Robo Terriers (5685)	936.7057361929794
2896	ROBOTURK (6058)	936.4603960769762
2897	Aug3Tz (Augusta TCM Tech Tigers) (5734)	934.5090564059548
2898	Griffitrons (1661)	934.2710219911726
2899	The Railbots (6029)	933.77629553918
2900	Da Bears (247)	933.2069707505655
2901	RoboRams (6078)	933.0468502012172
2902	Shakopee Robotics (5541)	931.3113769888624
2903	Bomb-Botz (6217)	931.0842062612451
2904	Screaming Chickens (3997)	929.8206877095851
2905	Knight Riders (6099)	929.6065991394078
2906	FULL OF AMBITION (5832)	929.5401501752469
2907	Technobots (743)	928.1182090491451
2908	Pirates (5992)	927.8896765571741
2909	Cougars (2511)	927.6838347827614
2910	RoboDores (4255)	924.2330267698225
2911	Los Clasicos (5278)	924.1707735210385
2912	Mars Style (5737)	923.8203775519976
2913	Jaguar Engineers (5651)	921.4521951506898
2914	Robo Knights (1446)	921.4191845156222
2915	Dragon Slayers (538)	917.4644528107287
2916	NOSIDE (653)	917.3197749145364
2917	Breaking Bots (5428)	917.2869529407217
2918	Brebotics (3541)	917.1792318060762
2919	Tech Storm (2523)	914.6831129013185
2920	Miller Place Robotics (514)	913.8377139170994
2921	AutoPilots (5432)	913.6382783629307
2922	Loveland High Robotics PowerSquids (1977)	913.1759854837096
2923	Apex (5979)	912.0950047028008
2924	Salina Robotics (5984)	911.4062257498717
2925	Zero Gravity (2180)	911.3413767761022
2926	The Warriors (1751)	911.0413134510007
2927	DESERT EAGLES (5705)	910.3069782915488
2928	Sultans of Turkiye (2905)	909.9864062828611
2929	Pingry Robotics (2577)	909.8442401349314
2930	Power Struck Girls (5965)	909.3295280325555
2931	Hawktimus Prime (3229)	906.2284709939863
2932	Ipswich TIGERS (Technologically Inclined Group of Engineering Robotics Students) (5459)	904.7610014006876
2933	The Village Bulldogs (3096)	901.7707946175841
2934	BerryBots (4824)	901.1605549059755
2935	Beecher Cyber Bucs (5713)	900.7475461182692
2936	Techno Tribe (3265)	899.8595952045213
2937	Juggerbots (5923)	897.1360009141664
2938	Stormgears FRC (5422)	895.8432387377619
2939	Bizarbots Robotics (5494)	894.6313137570246
2940	The Illumination (73)	893.0700696623265
2941	BremerTron (3049)	891.7548270904189
2942	Crab-bots (3834)	891.7031600893736
2943	Bionic Braves (3237)	891.4480058115744
2944	Terminators (4730)	889.9886891367655
2945	|CTRL| (Absolute Control) (5945)	889.8274903892084
2946	The Chargers (752)	889.5463547889316
2947	Code Blue (3458)	889.3012661453031
2948	LoggerBots (4127)	887.2999707701766
2949	Mecha Knights (996)	886.8008363654407
2950	Fast and Serious (5001)	885.5581146510311
2951	HeavyMech (4649)	884.8201305424277
2952	Firebirds with Skills (6105)	884.43734634365
2953	The Mighty CavBots (5214)	884.2132022658943
2954	Tech Walkers (2398)	883.3429802381065
2955	Gator Gears (4973)	882.6362703913081
2956	RoboEagles (4579)	882.529707040204
2957	Rosemary Anderson H S/POIC (5977)	882.0925483335386
2958	Robo Hamsters (4466)	880.9400338488543
2959	THE HIVE (1827)	880.7517830883436
2960	Tronic Titans (3161)	879.3305816368386
2961	Desert Storm (4792)	878.8305026907021
2962	Cyber Phoenix (5527)	878.4063840361944
2963	CIP (6001)	878.377248450726
2964	The Shield (5785)	877.1217037986894
2965	Viking Landers (5506)	874.1652668736591
2966	RedTails (2591)	872.2579611212223
2967	KelRot (5655)	868.0272984691304
2968	Hamady Hawks (5694)	866.6261839618082
2969	Enginerds (617)	865.7475295510939
2970	Furious Falcons (4328)	864.9894288285295
2971	TARminators (4507)	864.9893517856646
2972	STEAMpunk Tigers (1761)	864.5241316962524
2973	Cyber Dragons (4796)	864.4948738587881
2974	Mechanicats (1850)	863.2496802633138
2975	RoboMaidens (5597)	863.0985815723625
2976	Saint's Robotics (3577)	862.760880451699
